video_name,target
/mnt/d/projects/datasets/MAVOS-DD/english/inswapper/22901-I-B_Oa6_eNU_203_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/inswapper/21578-SNHUu7YkNjA_103_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/-aDPCjQeWQs_11_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/KvSxhLryGP0_2_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/inswapper/11573-I-B_Oa6_eNU_229_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/SDMFBIhN9fw_1336_6.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/liveportrait/DR5IQXWY_uA_481_1--OprPPstAfSg_15_22_350.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/wLvGABoTV-s_95_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/memo/27095_NSWcdPWXZQI_37_5.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/inswapper/5033-O4A-dk60Njg_94_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/XsQT0DygbJg_15_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/inswapper/4965-qwx4khg5myc_45_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/inswapper/25651-6w9ikJPzTOA_75_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/inswapper/19321-I5oeY5O5oJI_34_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/mandarin/real/vYG3_0iwY6Q_16_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/knT_9_p8480_30_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/EhNWOtPTj0M_80_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/inswapper/12421-x92AnU6MUr0_21_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/inswapper/083_16b5e7ab_IkRNLBHex6w_343_2-batch-2025-02-10-11-34-42-66.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/echomimic/58_zpEUWKUUxdY_46_5_512x512_1_0533_withaudio.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/inswapper/16562-SB0C-V1TuBI_33_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/ILR3cxYpjUk_694_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/gc8LE2PP3hM_98_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/SNHUu7YkNjA_116_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/TAg_vPRplr8_859_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/jud_SnwcvFc_10_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/_aOpII6y4cQ_1_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/eWj2-6q2ybk_131_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/9CECkqcLjp4_1185_6.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/liveportrait/rLrUc0SdDYY_20_3--SzhK7Q-pY0U_1_8_106.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/oatli69Q3i4_6_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/echomimic/10_17TFsZFtf4E_18_4_audio_short_512x512_1_1652_withaudio.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/inswapper/23711-VuJbzKpbIVk_23_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/9_O7qXqrMfE_35_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/russian/inswapper/6004-ADTwFvHACE4_89_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/I5oeY5O5oJI_46_6.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/russian/inswapper/10690-53GIoeOAam4_1_4.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/liveportrait/-19DTZ6_d6U_510_2--VifDzyPgBNg_0_5.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/inswapper/9737-qwx4khg5myc_87_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/cfKFbh8LPvU_246_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/inswapper/20560-2gOvQIMWbCY_41_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/memo/41198_vxOPUwz_z84_4_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/memo/045_24ebd253_IkRNLBHex6w_237_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/GK9gq8WEHA0_499_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/9DTxDmLwFb8_1351_31.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/wnwjcJfC-1U_81_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/mandarin/echomimic/59114_UqO0E4rcI5k_40_2_audio_short_512x512_1_0557_withaudio.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/RAh0Q3XsB6w_40_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/inswapper/28405-dcdBqR1XoCA_76_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/russian/inswapper/4683-ADTwFvHACE4_12_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/mandarin/real/awNrju1X3zc_11_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/IfZd7tsXHP8_70_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/mHii80xikXs_2476_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/russian/real/ADTwFvHACE4_89_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/1POFF5RQjyM_123_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/J_U3D_QAw7c_128_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/euQ1VaiXRoQ_1_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/russian/inswapper/22239-GgCnpDg0jwc_8_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/DuggBTqO2sc_204_5.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/9DTxDmLwFb8_830_14.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/-19DTZ6_d6U_481_8.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/russian/real/lSCTGJbObOg_189_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/QlwtGFJHSYc_281_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/inswapper/16211-XgpdInYDs-U_96_4.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/hdS30nnhNZo_4_16.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/russian/inswapper/11477-u5Ks53-THVE_35_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/K_NUfdz4gCs_20_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/EcjY1r34cBE_89_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/XqRMV8ICMiM_43_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/PN4o8bAGeiA_153_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/memo/gSXvXgjlnnw_60_12_MxlocFNdoXg_166_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/russian/echomimic/414_0-BD5WJ_hBk_0_1_audio_short_512x512_1_0933_withaudio.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/inswapper/23661-ArKVIJcAawM_135_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/ILR3cxYpjUk_691_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/echomimic/26732_8pBbbHNytDg_65_3_audio_short_512x512_1_1652_withaudio.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/spwXNUFHhAg_32_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/6aNWSCTS284_4_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/dzBj5rRmTv8_81_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/memo/244_Jy-bPwwFxhk_22_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/inswapper/2531-bN6udn4saqk_27_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/memo/028_123163e1_kyY6gKrtu-Y_255_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/543mYKKh1EE_75_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/real/PkWF-EejuZQ_1_2.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/real/cbtkoZUOR1A_63_6.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/y0AEpnS6CNo_16_4.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/english/liveportrait/mJy_wVSKwwA_24_2--602-G37VO1yeVEo_50_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/liveportrait/O0nL5vRlcfk_544_5--P_stI11n2Sc_1_1_14.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/spanish/inswapper/10255-Giu9wFPA0Wg_1_29.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/mandarin/inswapper/20454-1t8tfCELNck_25_3.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/arabic/real/Ll8xGtwvH84_275_1.mp4,0
/mnt/d/projects/datasets/MAVOS-DD/romanian/real/-19DTZ6_d6U_855_8.mp4,0
